Step,Reward
48417,136.85
48443,111.61
48467,113.55
48486,86.57
48521,166.28
48555,160.16
48576,99.96
48606,148.15
48630,109.85
48653,110.81
48677,113.08
48704,126.51
48722,83.19
48754,158.55
48787,157.33
48823,163.52
48841,83.97
48865,113.32
48889,112.13
48924,160.94
48955,147.94
48972,77.54
48990,83.09
49007,78.35
49027,93.77
49057,134.71
49077,91.98
49094,78.78
49112,83.70
49139,122.87
49158,89.78
49190,143.65
49215,116.36
49231,73.67
49259,120.89
49282,105.58
49307,119.56
49340,156.23
49383,213.04
49405,105.88
49427,101.23
49445,83.17
49484,190.59
49517,162.03
49544,128.27
49585,187.63
49603,83.31
49625,103.94
49647,100.55
49666,89.26
49683,78.46
49702,88.43
49728,118.06
49763,145.74
49781,83.54
49799,82.74
49817,83.40
49847,141.57
49867,94.70
49891,115.62
49911,94.10
49932,97.66
49953,99.60
49981,126.91
50006,117.98
50040,161.09
50065,120.59
50086,98.84
50133,203.27
50169,178.58
50199,140.56
50223,109.55
50264,202.31
50281,78.60
50308,127.34
50327,88.23
50347,95.47
50365,83.03
50381,73.46
50403,98.36
50421,83.75
50451,133.52
50481,138.91
50504,108.18
50525,101.63
50544,86.79
50563,86.90
50590,130.58
50607,78.18
50642,166.34
50662,92.54
50679,77.39
50699,92.03
50717,81.49
50737,95.69
50769,146.26
50787,84.63
50816,135.97
50838,104.35
50862,115.29
50898,161.76
50922,110.13
50942,94.22
50960,83.41
50979,89.19
51009,141.92
51026,77.98
51044,84.13
51061,78.37
51078,77.68
51096,81.11
51115,89.56
51139,108.22
51161,101.68
51184,106.91
51209,114.28
51226,78.41
51247,99.73
51269,102.43
51292,110.97
51317,123.84
51335,78.41
51364,138.29
51384,93.49
51402,82.99
51425,112.11
51448,107.17
51465,78.21
51484,88.39
51511,123.98
51549,182.31
51583,163.00
51617,166.79
51642,122.21
51672,141.67
51692,90.38
51734,196.95
51778,214.32
51810,156.24
51834,112.83
51878,192.82
51900,104.77
51948,237.59
51982,144.15
52015,157.62
52042,130.54
52075,166.41
52127,248.57
52166,199.03
52243,388.37
52304,282.87
52367,337.35
52429,310.97
52486,303.48
52542,262.74
52584,213.57
52656,359.49
52709,267.57
52813,511.33
52888,391.10
52960,365.05
53021,281.35
53095,317.18
53151,292.41
53210,307.89
53338,552.49
53413,380.31
53480,326.96
53577,427.13
53639,295.61
53694,289.50
53735,184.00
53825,418.51
53908,410.79
53981,355.60
54052,348.95
54123,372.12
54200,351.11
54264,338.76
54350,452.90
54401,264.86
54490,408.14
54573,426.78
54644,370.28
54712,316.00
54796,407.25
54896,443.69
55003,513.41
55081,336.49
55180,492.04
55247,304.21
55324,394.98
55405,414.03
55492,426.21
55556,335.01
55655,440.90
55719,320.36
55803,369.35
55889,399.71
55956,295.44
56018,323.74
56082,327.13
56149,349.24
56253,518.26
56327,366.74
56429,460.56
56490,310.85
56570,415.30
56624,266.50
56692,362.72
56789,432.46
56843,275.73
56915,372.89
56975,295.82
57056,412.60
57125,289.58
57211,440.08
57290,397.47
57356,334.62
57425,295.28
57497,375.85
57577,419.67
57638,252.51
57726,442.94
57791,334.05
57869,398.79
57967,499.46
58119,763.16
58238,543.65
58304,348.98
58388,427.43
58498,506.17
58581,374.81
58646,330.07
58742,476.31
58839,498.93
58898,248.25
58970,357.79
59053,365.89
59109,282.08
59170,306.41
59312,635.97
59423,558.94
59486,328.92
59568,426.69
59668,474.64
59761,431.27
59826,325.19
59933,510.15
60014,356.36
60071,279.19
60126,255.93
60205,383.65
60273,350.06
60352,356.18
60425,313.64
60483,274.13
60539,260.37
60627,425.34
60697,345.21
60763,298.89
60851,428.47
60930,353.37
60983,253.33
61070,407.41
61146,324.10
61233,396.14
61291,286.54
61372,351.09
61439,333.77
61507,341.60
61651,623.57
61712,310.32
61786,376.33
61859,366.07
61939,399.28
62037,496.00
62142,536.98
62209,312.14
62286,405.65
62346,313.00
62428,392.18
62504,377.68
62587,427.69
62732,748.43
62799,351.77
62895,494.79
62979,377.29
63046,341.74
63155,536.49
63203,241.44
63258,291.49
63418,738.52
63506,444.19
63569,324.01
63632,326.19
63715,418.46
63863,732.86
63929,351.04
63988,308.45
64054,343.94
64162,550.38
64228,345.60
64293,327.60
64353,310.91
64411,287.48
64487,346.84
64572,393.24
64672,497.88
64745,378.87
64816,370.43
64895,402.72
64954,299.84
65020,341.67
65088,356.65
65165,403.84
65232,350.87
65314,396.74
65387,381.82
65460,387.65
65534,380.41
65614,379.19
65669,284.97
65744,394.63
65827,432.47
65903,391.94
66007,536.27
66092,423.27
66160,348.80
66236,394.52
66322,401.16
66380,304.23
66453,373.76
66521,359.49
66605,427.76
66678,384.77
66758,417.79
66827,340.07
66899,372.38
66953,280.53
67021,345.36
67104,438.34
67171,347.72
67230,313.49
67284,284.34
67386,525.84
67450,324.27
67507,292.20
67565,304.52
67663,511.73
67736,342.19
67825,462.99
67887,325.84
67948,320.51
68013,345.03
68118,475.39
68185,357.75
68253,356.29
68337,441.51
68402,333.44
68468,346.68
68537,356.57
68672,697.07
68736,327.29
68816,354.08
68919,486.77
68991,366.56
69050,306.30
69150,498.08
69221,374.77
69289,358.79
69342,280.95
69421,417.85
69494,376.33
69556,314.81
69629,363.43
69716,456.69
69802,451.88
69888,395.69
69950,330.19
70014,312.69
70092,335.30
70157,353.73
70213,268.48
70297,409.01
70363,330.31
70416,264.11
70494,382.11
70565,384.93
70649,421.95
70706,271.65
70763,282.15
70838,395.98
70918,406.32
70964,210.21
71019,250.86
71088,361.45
71134,214.63
71197,335.91
71293,494.74
71364,353.72
71422,296.93
71480,271.02
71555,382.02
71616,287.11
71663,210.05
71719,278.23
71782,295.39
71834,220.11
71887,254.80
71936,234.26
71995,294.76
72051,251.32
72110,294.37
72188,396.63
72243,245.07
72304,297.28
