Step,Reward
2450767,138.10
2450738,618.40
2450645,669.19
2450545,895.99
2450417,850.26
2450298,481.32
2450219,6699.62
2449465,390.16
2449398,1865.80
2449167,9190.27
2448167,1404.31
2447986,912.99
2447857,831.32
2447733,1302.53
2447562,6029.78
2446890,2919.66
2446550,730.74
2446438,1324.02
2446266,9164.75
2445266,7373.61
2444456,6853.01
2443693,4683.08
2443161,1154.61
2443003,9003.09
2442003,2511.65
2441694,9026.02
2440694,9007.24
2439694,9068.40
2438694,8993.50
2437694,9075.34
2436694,9086.18
2435694,8865.65
2434694,1880.50
2434448,8833.54
2433448,8624.97
2432484,8975.61
2431484,8902.67
2430484,8731.76
2429484,8761.38
2428484,8836.02
2427484,8764.48
2426484,8703.52
2425484,8753.21
2424484,8576.03
2423484,8797.00
2422484,8586.97
2421484,8645.62
2420484,8689.11
2419484,1195.53
2419322,8633.92
2418322,8743.03
2417322,6880.48
2416525,8587.90
2415525,8851.57
2414525,8736.32
2413525,8907.87
2412525,960.70
2412391,8688.85
2411391,2504.34
2411084,8918.62
2410084,8656.83
2409084,8909.29
2408084,8647.37
2407084,8732.73
2406084,8540.94
2405084,8823.19
2404084,870.25
2403959,8791.73
2402959,2422.62
2402658,8957.25
2401658,4317.03
2401164,1463.45
2400969,8756.22
2399969,1029.45
2399813,2585.71
2399490,1077.71
2399339,3982.47
2398874,8696.02
2397874,3701.63
2397416,8257.37
2396468,8726.19
2395468,1738.97
2395244,3968.31
2394764,8641.19
2393764,6098.05
2393038,7886.77
2392158,7216.57
2391329,8981.10
2390329,5271.93
2389703,8773.88
2388703,3806.46
2388252,8990.57
2387252,707.13
2387136,8661.09
2386136,8441.59
2385185,314.01
2385127,8879.86
2384127,8951.37
2383127,8810.34
2382127,8902.59
2381127,260.15
2381079,328.66
2381020,8925.93
2380020,8985.99
2379020,8906.22
2378020,8861.59
2377020,7692.60
2376146,8829.42
2375146,3292.35
2374753,8201.74
2373816,8876.11
2372816,635.11
2372717,8798.78
2371717,4774.76
2371173,8746.50
2370173,8700.97
2369173,8876.22
2368173,8731.95
2367173,8745.94
2366173,8848.32
2365173,7392.59
2364319,8200.29
2363382,7674.19
2362516,1052.25
2362367,8698.23
2361367,8740.58
2360367,1477.34
2360167,8843.64
2359167,8821.06
2358167,670.98
2358061,8524.55
2357061,8676.62
2356061,6847.64
2355246,6946.32
2354421,8893.31
2353421,4043.60
2352948,8661.41
2351948,1024.92
2351802,8657.84
2350802,8626.34
2349802,1434.99
2349610,7553.08
2348722,1492.97
2348524,8693.73
2347524,7695.43
2346632,8667.56
2345632,8909.21
2344632,8598.68
2343632,8649.03
2342632,8842.05
2341632,2160.95
2341363,8697.93
2340363,8511.84
2339363,2791.66
2339008,5879.22
2338322,2258.14
2338031,2532.93
2337715,7479.43
2336834,903.57
2336700,1282.68
2336498,8793.53
2335498,2297.73
2335212,5902.01
2334521,8868.85
2333521,8767.61
2332521,8773.55
2331521,5449.59
2330893,438.11
2330815,796.96
2330697,2375.44
2330397,2069.60
2330137,1743.39
2329907,1649.12
2329693,4249.08
2329202,5455.85
2328572,6507.89
2327808,5496.62
2327178,1718.42
2326960,8612.16
2325960,8876.46
2324960,6626.82
2324210,1135.24
2324038,8823.43
2323038,8877.77
2322038,8857.75
2321038,8737.28
2320038,8601.94
2319038,6512.06
2318294,8578.69
2317294,1930.66
2317045,3156.69
2316661,8560.57
2315661,8688.38
2314661,8705.52
2313661,8725.35
2312661,290.97
2312605,8791.95
2311605,8503.11
2310605,8686.99
2309605,366.28
2309540,7409.49
2308695,530.75
2308607,8704.34
2307607,1570.47
2307392,8788.28
2306392,2597.17
2306072,1340.92
2305888,808.08
2305769,1743.70
2305549,7110.86
2304757,8131.75
2303813,420.93
2303742,8786.83
2302742,8802.92
2301742,6518.80
2300997,8820.61
2299997,8743.09
2298997,4348.82
2298475,6933.28
2297670,8887.30
2296670,6937.95
2295846,3957.43
2295371,8817.61
2294371,8629.21
2293371,8604.89
2292371,8728.79
2291371,1385.52
2291175,8647.50
2290175,8576.31
2289175,8741.14
2288175,231.06
2288131,8400.90
2287131,5265.51
2286500,245.40
2286453,8613.00
2285453,4249.57
2284945,532.45
2284854,8766.35
2283854,5244.73
2283220,8613.14
2282220,8778.28
2281220,8643.17
2280220,1071.45
2280048,2795.53
2279700,8865.54
2278700,1542.15
2278490,6656.96
2277711,8655.65
2276711,7049.08
2275904,8743.21
2274904,6936.37
2274114,800.32
2273993,8897.67
2272993,274.29
2272942,231.13
2272898,667.41
2272796,8825.12
2271796,8726.30
2270796,8665.10
2269796,8591.04
2268796,5541.58
2268149,4871.79
2267584,8627.70
2266584,8553.24
2265584,5656.43
2264909,8553.28
2263909,4468.95
2263377,8436.13
2262377,4427.65
2261855,8516.77
2260855,1184.01
2260689,8542.04
2259689,8536.93
2258689,8608.85
2257689,1803.17
2257451,3403.92
2257030,2160.99
2256737,8727.60
2255737,7982.18
2254822,8700.51
2253822,8695.15
2252822,5941.68
2252123,4471.21
2251594,8060.30
2250662,8740.99
2249662,8812.76
2248662,8831.83
2247662,8971.36
2246662,325.73
2246603,8809.27
2245603,9043.12
2244603,1675.41
2244382,1656.87
2244167,287.40
2244113,672.59
2244010,970.21
2243874,3894.01
2243405,8879.62
2242405,6214.03
2241707,8883.85
2240707,775.23
2240590,695.21
2240482,678.20
2240379,1301.63
2240206,6756.53
2239442,6728.63
2238661,495.72
2238580,1139.52
2238414,8867.65
2237414,8685.53
2236414,8935.62
2235414,8844.10
2234414,2789.68
2234078,580.89
2233983,259.28
2233934,8877.60
2232934,4106.88
2232448,8914.22
2231448,8990.49
2230448,7537.91
2229594,2252.60
2229314,8946.87
2228314,444.89
2228232,7890.07
2227345,8792.47
2226345,472.83
2226261,681.62
2226153,8933.39
2225153,8941.93
2224153,8901.53
2223153,949.98
2223014,7402.36
2222179,8883.49
2221179,8908.49
2220179,8870.72
2219179,905.09
2219047,658.53
2218947,8894.48
2217947,8945.64
2216947,8720.88
2215947,8683.11
2214947,6480.06
2214209,318.20
2214153,8630.26
2213153,7037.80
2212341,8756.74
2211341,8706.55
2210341,678.32
2210231,2066.88
2209949,3196.58
2209550,8588.79
2208550,1294.19
2208373,899.89
2208246,8733.39
2207246,8520.20
2206246,2147.49
2205989,505.18
2205900,8692.45
2204900,918.92
2204768,8549.89
2203768,8560.68
2202768,635.57
2202668,690.52
2202561,2518.47
2202249,488.17
2202165,8899.94
2201165,5576.48
2200508,1072.15
2200356,659.56
2200253,397.16
2200184,322.82
2200126,8768.28
2199126,270.58
2199075,799.24
2198954,5763.98
2198300,885.65
2198173,8842.67
2197173,289.40
2197118,8823.35
2196118,1238.30
2195951,2693.92
2195623,426.96
2195551,6671.89
2194787,8912.39
2193787,8840.38
2192787,8860.08
2191787,298.66
2191732,8809.39
2190732,8953.56
2189732,2542.18
2189428,8731.90
2188428,8693.08
2187428,4696.22
2186882,8981.71
2185882,8844.92
2184882,8878.54
2183882,742.57
2183772,1850.48
2183534,787.34
2183417,329.11
2183356,1268.84
2183185,2189.53
2182910,2925.43
2182559,8837.23
2181559,8927.89
2180559,8961.53
2179559,985.91
2179420,8865.75
2178420,5051.46
2177819,653.86
2177721,862.69
2177599,8826.04
2176599,1065.49
2176451,5032.59
2175873,5104.37
2175277,8918.63
2174277,8910.99
2173277,3944.16
2172820,9014.32
2171820,8880.26
2170820,8933.79
2169820,1403.27
2169630,440.69
2169553,8944.21
2168553,5172.56
2167946,8953.57
2166946,8786.00
2165946,1073.69
2165796,8939.89
2164796,6317.36
2164081,4868.82
2163524,8631.72
2162524,9018.28
2161524,8953.74
2160524,8883.32
2159524,4523.68
2159002,6345.97
2158280,292.11
2158227,8925.65
2157227,8988.54
2156227,8875.32
2155227,8983.60
2154227,8977.18
2153227,9058.70
2152227,9037.77
2151227,8814.47
2150227,8883.94
2149227,6176.83
2148501,8878.26
2147501,8917.77
2146501,8861.90
2145501,8837.24
2144501,8937.61
2143501,8996.29
2142501,378.86
2142433,712.98
2142326,576.19
2142229,8831.87
2141229,8827.67
2140229,8807.49
2139229,8690.08
2138229,8838.93
2137229,8498.06
2136229,8758.44
2135229,8038.68
2134314,416.75
2134242,8861.57
2133242,873.43
2133108,8748.54
2132108,3148.38
2131723,5498.78
2131066,8759.86
2130066,8643.11
2129066,8579.65
2128066,8728.87
2127066,8661.91
2126066,546.89
2125979,8762.38
2124979,8584.25
2123979,8755.05
2122979,8681.19
2121979,8664.83
2120979,8613.03
2119979,5962.64
2119295,8501.55
2118295,352.28
2118232,8580.60
2117232,8708.77
2116232,8609.25
2115232,515.32
2115145,4252.80
2114630,7811.64
2113729,8589.89
2112729,512.91
2112647,196.74
2112607,752.12
2112496,445.95
2112419,8713.76
2111419,8667.79
2110419,8761.11
2109419,8707.58
2108419,5165.20
2107815,8497.00
2106815,8792.50
2105815,7353.58
2104957,1091.85
2104796,6682.72
2104005,8540.48
2103005,3663.08
2102549,8580.03
2101549,8790.34
2100549,4399.09
2100016,8644.97
2099016,8746.02
2098016,2099.89
2097746,813.82
2097623,2967.52
2097256,411.22
2097188,975.81
2097041,7313.72
2096189,8725.95
2095189,8183.91
2094258,8656.78
2093258,2267.09
2092971,4572.48
2092425,919.37
2092278,8633.77
2091278,8690.14
2090278,8635.52
2089278,8711.39
2088278,8014.07
2087348,8662.27
2086348,332.77
2086288,8640.52
2085288,8681.07
2084288,8674.01
2083288,7005.71
2082482,8154.87
2081546,8732.99
2080546,8718.83
2079546,8787.78
2078546,2539.07
2078225,8618.11
2077242,5123.70
2076644,2000.48
2076383,1873.35
2076138,5768.50
2075471,8743.29
2074471,8770.58
2073471,2427.06
2073170,5479.35
2072545,8783.22
2071545,8770.40
2070545,8853.33
2069545,8764.62
2068545,6045.62
2067830,2235.93
2067541,2318.03
2067257,536.57
2067173,1054.70
2067020,8692.67
2066020,8621.25
2065020,1178.80
2064856,4825.65
2064289,8467.11
2063289,8785.14
2062289,8627.73
2061289,8706.74
2060289,8599.70
2059289,8574.12
2058289,8541.15
2057289,1043.06
2057136,7117.95
2056297,8513.94
2055297,8618.10
2054297,466.23
2054219,8629.15
2053219,8788.21
2052219,3135.07
2051834,8627.83
2050834,8658.71
2049834,8585.19
2048834,7545.73
2047948,288.34
2047895,5821.37
2047192,8584.51
2046192,8506.87
2045192,8581.32
2044192,996.31
2044051,242.79
2044004,8586.20
2043004,363.96
2042936,8722.66
2041936,8643.90
2040936,325.09
2040875,8506.47
2039875,8546.80
2038875,6390.40
2038128,1495.10
2037934,8667.53
2036934,434.65
2036860,7053.55
2036048,8593.03
2035048,8481.80
2034048,5570.89
2033385,7313.82
2032525,3322.90
2032112,1332.52
2031934,1197.79
2031766,8670.53
2030766,319.77
2030708,652.39
2030605,4774.86
2030038,8623.03
2029038,8809.19
2028038,448.31
2027960,3994.31
2027476,8750.29
2026476,8701.42
2025476,3445.43
2025068,8854.68
2024068,739.81
2023957,7780.39
2023070,8769.93
2022070,1065.43
2021922,3519.91
2021503,8792.10
2020503,8768.08
2019503,1147.64
2019347,8685.49
2018347,8717.60
2017347,6564.64
2016593,7594.89
2015707,8722.39
2014707,466.43
2014627,1467.64
2014431,8774.93
2013431,8749.87
2012431,8664.56
2011431,8806.27
2010431,7795.38
2009532,8830.24
2008532,8689.55
2007532,6184.14
2006813,8586.30
2005813,1546.49
2005601,8192.70
2004653,591.76
2004561,8703.82
2003561,8488.78
2002561,8625.58
2001561,709.01
2001447,8587.45
2000447,8491.96
1999447,8592.03
1998447,511.54
1998358,8605.07
1997358,8697.78
1996358,8618.70
1995358,2171.29
1995087,8632.98
1994087,1850.71
1993850,3035.45
1993471,8521.58
1992471,7612.64
1991582,8467.41
1990582,8506.33
1989582,207.73
1989541,8616.52
1988541,350.00
1988476,8598.68
1987476,8305.27
1986476,8511.22
1985476,8457.24
1984476,8626.65
1983476,8598.27
1982476,2856.43
1982121,5546.21
1981469,2117.75
1981195,1846.81
1980958,8758.85
1979958,5343.43
1979320,8735.52
1978320,8706.26
1977320,1805.03
1977077,8549.30
1976077,8679.12
1975077,8837.21
1974077,4431.34
1973549,3179.89
1973170,3978.34
1972708,1523.33
1972501,8753.89
1971501,2059.07
1971215,3574.22
1970787,8631.82
1969787,8557.48
1968787,8559.74
1967787,8667.37
1966787,8462.14
1965823,8780.30
1964823,8914.86
1963823,8683.95
1962823,165.69
1962789,1500.14
1962590,8565.06
1961590,8654.19
1960590,1655.93
1960385,7554.86
1959506,8793.50
1958506,8689.35
1957506,8483.47
1956527,8717.98
1955527,8724.92
1954527,8683.42
1953527,8645.95
1952527,8673.71
1951527,5126.70
1950939,412.84
1950866,3804.33
1950417,3257.19
1950025,4020.46
1949552,3341.43
1949155,3355.15
1948744,8922.76
1947744,3762.09
1947298,1628.99
1947082,9043.48
1946082,844.01
1945961,8787.59
1944961,8830.34
1943961,8935.37
1942961,8678.84
1941961,8713.49
1940961,8654.05
1939961,8807.98
1938961,8701.50
1937961,8769.83
1936961,273.01
1936911,453.31
1936825,1712.39
1936600,8856.54
1935600,8792.40
1934600,9015.99
1933600,1210.95
1933439,8702.36
1932439,8510.99
1931439,8840.82
1930439,8725.43
1929439,8827.94
1928439,8797.88
1927439,5672.55
1926755,8607.12
1925755,8923.04
1924755,8670.15
1923755,8713.84
1922755,8686.33
1921755,8534.27
1920755,8674.85
1919755,8466.77
1918755,8557.70
1917755,8549.49
1916755,8520.12
1915755,366.03
1915686,2868.65
1915340,361.31
1915276,8479.54
1914276,8727.21
1913276,7641.25
1912389,8644.81
1911389,6862.19
1910595,698.27
1910492,2615.49
1910162,8791.48
1909162,8786.35
1908162,8707.78
1907162,8633.24
1906162,8755.44
1905162,8997.34
1904162,835.61
1904036,411.59
1903966,2591.77
1903648,8897.80
1902648,8927.40
1901648,3566.64
1901215,347.08
1901152,7439.90
1900314,8979.78
1899314,7787.61
1898434,467.77
1898352,1415.85
1898167,2221.78
1897889,8436.58
1896948,701.63
1896841,4415.35
1896332,9043.88
1895332,8954.31
1894332,751.89
1894197,8896.44
1893197,6004.23
1892516,601.36
1892425,8002.90
1891521,9062.52
1890521,8982.71
1889521,8977.46
1888521,4340.26
1888015,7057.15
1887214,4145.30
1886705,866.35
1886576,5524.30
1885943,5312.33
1885332,4832.70
1884772,8960.62
1883772,9032.86
1882772,8945.41
1881772,8947.17
1880772,439.10
1880693,8840.91
1879693,477.25
1879610,3386.99
1879202,8801.26
1878202,7800.78
1877317,2699.59
1876982,8653.58
1875989,8886.94
1874989,8899.91
1873989,6908.45
1873198,9017.57
1872198,8808.64
1871198,8901.23
1870198,8841.20
1869198,8880.80
1868198,8957.67
1867198,6474.11
1866462,2461.26
1866164,8921.29
1865164,5999.02
1864469,8739.64
1863469,8931.71
1862469,8928.00
1861469,8841.51
1860469,345.89
1860409,8976.81
1859409,8601.03
1858409,8930.43
1857409,8662.40
1856409,8824.15
1855409,8823.93
1854409,8971.50
1853409,8964.72
1852409,8923.50
1851409,621.92
1851309,8944.24
1850309,8926.63
1849309,2681.92
1848982,8931.48
1847982,8877.88
1846982,1708.99
1846761,4906.50
1846192,8895.85
1845192,590.32
1845098,481.59
1845019,5197.80
1844425,9060.94
1843425,8668.04
1842463,8987.67
1841463,8983.71
1840463,9040.54
1839463,8921.48
1838463,9004.93
1837463,8985.01
1836463,8925.18
1835463,9020.10
1834463,8995.43
1833463,8991.76
1832463,586.02
1832364,8917.49
1831364,8966.39
1830364,1030.22
1830216,8962.02
1829216,3954.99
1828752,4773.45
1828204,8834.57
1827204,439.71
1827124,415.97
1827046,536.72
1826961,587.20
1826862,501.77
1826777,8928.47
1825777,8960.59
1824777,1368.04
1824584,795.54
1824458,2010.67
1824206,2140.04
1823928,8896.97
1822928,173.98
1822892,706.03
1822780,6283.90
1822064,642.37
1821956,8928.73
1820956,8833.06
1819956,393.22
1819887,8977.41
1818887,8857.94
1817887,901.62
1817755,6313.16
1817033,8875.08
1816033,5546.03
1815388,216.35
1815344,489.07
1815261,8854.38
1814261,5180.22
1813653,8896.23
1812653,8698.85
1811653,1987.44
1811394,8850.61
1810394,483.60
1810314,8768.79
1809314,8905.57
1808314,8917.99
1807314,8851.91
1806314,991.82
1806168,1047.46
1806019,8765.65
1805019,691.92
1804915,562.39
1804824,815.18
1804699,6440.17
1803952,8917.93
1802952,8962.55
1801952,2435.49
1801655,1122.96
1801497,799.25
1801368,395.53
1801302,724.04
1801183,549.65
1801094,534.49
1801009,8946.57
1800009,471.43
1799926,5821.71
1799263,7856.43
1798365,8760.41
1797365,3627.48
1796926,2190.06
1796648,607.79
1796547,8781.01
1795547,8792.19
1794547,8799.06
1793547,8833.28
1792547,8813.25
1791547,298.68
1791493,8857.76
1790493,8759.71
1789493,8793.59
1788493,8719.16
1787493,8772.29
1786493,548.86
1786406,8908.37
1785406,8108.26
1784483,8638.59
1783505,8801.72
1782505,8767.66
1781505,1313.36
1781316,8755.40
1780316,8810.80
1779316,832.29
1779191,354.78
1779129,376.15
1779060,448.90
1778982,8861.47
1777982,8832.32
1776982,8663.69
1775982,4693.52
1775434,8780.47
1774434,8777.42
1773434,2896.57
1773077,8706.67
1772077,8662.45
1771077,8693.57
1770077,8753.51
1769077,164.56
1769043,8483.10
1768043,8540.62
1767043,571.93
1766953,1340.44
1766765,8807.83
1765765,8688.34
1764765,8589.21
1763765,8748.85
1762765,1369.00
1762580,510.09
1762490,8656.62
1761490,232.62
1761445,8636.21
1760445,6654.10
1759649,618.54
1759542,8639.75
1758542,8570.97
1757542,8586.75
1756542,994.76
1756388,8614.28
1755388,8381.49
1754388,8355.89
1753388,433.67
1753314,8435.99
1752314,8453.85
1751314,3183.48
1750913,8372.19
1749913,286.49
1749858,8433.53
1748858,8497.59
1747858,5192.01
1747212,1091.02
1747046,8350.71
1746046,371.27
1745981,8549.77
1744981,8380.89
1743981,5159.06
1743355,8469.77
1742355,3942.57
1741868,8395.27
1740868,5595.94
1740170,8336.14
1739170,6073.46
1737417,8483.13
1736417,8439.72
1735417,7075.57
1734554,8437.54
1733554,6232.02
1732815,8213.13
1731815,1796.75
1731573,8568.07
1730573,2507.17
1730257,7043.46
1729425,8643.96
1728425,3869.94
1727957,8681.04
1726957,929.30
1726822,6691.15
1726052,3840.44
1725603,1411.67
1725407,847.65
1725283,683.15
1725174,1499.88
1724975,882.28
1724823,5016.14
1724216,6251.76
1723495,1664.91
1723276,1420.90
1723083,8770.19
1722092,1645.38
1721863,1244.55
1721681,8952.96
1720681,6031.33
1719990,339.48
1719927,8763.41
1718927,1095.37
1718771,8851.00
1717771,1566.53
1717555,4658.63
1717004,8848.87
1716004,4181.57
1715500,8938.60
1714500,5515.68
1713824,8890.02
1712824,2531.84
1712516,8020.47
1711611,6425.40
1710895,2722.58
1710561,3286.63
1710175,369.59
1710112,7993.78
1709219,868.24
1709092,1011.65
1708946,515.75
1708861,1527.42
1708663,904.93
1708534,4618.55
1707987,316.62
1707924,9019.10
1706924,1905.46
1706684,580.12
1706588,8918.35
1705588,8885.64
1704588,4028.21
1704118,8936.18
1703118,8865.51
1702118,990.37
1701973,353.23
1701911,8944.75
1700911,902.12
1700771,8802.72
1699771,8837.03
1698771,8827.56
1697771,8790.22
1696771,5944.73
1696100,8838.47
1695100,8970.99
1694100,5172.72
1693507,8650.46
1692507,8792.24
1691507,8590.85
1690507,7779.48
1689582,7212.52
1688710,921.11
1688575,452.78
1688499,8837.40
1687499,277.79
1687446,8400.03
1686446,8595.25
1685446,5717.10
1684762,8496.53
1683762,8616.15
1682762,1008.25
1682616,8599.78
1681616,557.35
1681522,107.43
1681499,8743.50
1680499,488.77
1680416,8700.01
1679416,824.84
1679294,8744.53
1678294,8722.03
1677294,5666.57
1676625,8661.88
1675625,3488.39
1675192,8683.61
1674192,8744.06
1673192,975.53
1673051,712.53
1672942,795.60
1672823,3336.69
1672427,7920.86
1671522,1072.93
1671370,678.86
1671263,8838.73
1670263,9006.56
1669263,607.98
1669167,1057.46
1669021,377.47
1668954,897.32
1668825,1959.63
1668575,1147.76
1668419,5280.06
1667817,2283.58
1667537,2207.65
1667265,947.42
1667124,9080.67
1666124,9009.09
1665124,8907.04
1664124,1889.64
1663888,8485.98
1662927,502.95
1662844,436.14
1662768,254.25
1662719,1679.55
1662502,4148.34
1662010,8901.73
1661010,8773.13
1660010,8821.73
1659010,8862.34
1658010,8763.73
1657010,8685.01
1656010,2375.53
1655714,1830.73
1655471,8648.49
1654471,6459.96
1653724,8611.37
1652724,8786.67
1651724,7584.39
1650820,8622.98
1649820,8648.12
1648820,619.66
1648722,8690.02
1647722,8787.65
1646722,1379.40
1646532,8714.21
1645532,2003.22
1645274,505.92
1645188,8742.99
1644188,1271.95
1644015,461.78
1643935,2568.03
1643616,8875.41
1642616,250.86
1642567,282.49
1642515,8833.34
1641515,252.67
1641465,4151.09
1640973,8909.38
1639973,8819.64
1638973,1511.74
1638775,1175.02
1638611,746.91
1638498,1777.50
1638265,8622.01
1637265,8791.68
1636265,439.66
1636190,8827.21
1635190,8852.40
1634190,8918.60
1633190,487.78
1633105,905.02
1632975,8920.04
1631975,2269.87
1631693,2619.32
1631378,8894.48
1630378,578.97
1630286,8883.57
1629286,8832.13
1628286,8893.87
1627286,4123.82
1626807,597.51
1626709,8964.81
1625709,8992.49
1624709,2646.79
1624386,8771.72
1623386,8992.42
1622386,8903.96
1621386,223.78
1621343,4546.61
1620817,2658.96
1620490,418.87
1620417,8763.26
1619417,5451.18
1618786,8851.21
1617786,8764.56
1616786,2118.04
1616520,8765.12
1615520,8790.95
1614520,8622.73
1613520,640.40
1613418,8784.88
1612418,600.79
1612324,5500.17
1611689,8884.07
1610689,8872.13
1609689,8835.71
1608689,8880.23
1607689,8791.51
