Step,Reward
5504,78.47
5524,95.29
5556,151.42
5577,95.65
5606,136.98
5639,146.76
5666,129.67
5697,151.13
5714,78.41
5733,89.20
5769,173.16
5796,124.31
5824,128.86
5848,108.08
5872,111.31
5900,131.34
5927,129.58
5945,83.32
5969,118.02
5995,121.74
6013,81.99
6035,107.14
6060,120.36
6078,83.67
6101,108.25
6131,137.75
6148,78.50
6168,92.15
6188,95.11
6210,105.45
6228,83.80
6250,102.10
6269,88.96
6293,111.22
6320,122.46
6363,207.35
6395,154.47
6424,137.74
6454,134.17
6480,122.83
6498,84.03
6519,98.32
6537,83.60
6555,83.36
6573,84.25
6596,104.87
6624,132.54
6645,93.93
6670,114.52
6691,99.40
6709,83.08
6746,178.19
6764,83.66
6787,108.00
6826,175.86
6850,114.54
6871,97.68
6892,97.12
6910,83.25
6929,88.87
6952,110.01
6983,135.80
7014,142.06
7031,78.32
7050,88.62
7077,127.84
7096,86.13
7124,136.02
7143,89.25
7161,83.36
7194,150.26
7224,128.20
7262,173.48
7282,93.60
7310,129.94
7336,124.85
7364,132.99
7383,89.92
7400,76.31
7421,96.94
7444,111.50
7461,78.30
7489,127.27
7525,171.34
7543,83.52
7583,181.35
7601,83.33
7617,72.88
7636,90.94
7657,99.82
7682,117.88
7700,83.82
7727,128.69
7751,115.85
7772,99.32
7794,98.97
7813,89.09
7832,89.14
7849,78.45
7871,95.78
7909,181.49
7928,88.91
7973,225.26
8001,135.75
8029,128.82
8049,93.51
8071,104.58
8095,106.31
8126,134.70
8144,83.55
8165,96.22
8191,115.94
8209,84.03
8227,83.51
8251,115.08
8279,130.77
8308,137.88
8329,100.52
8349,92.57
8367,83.47
8386,89.63
8403,78.35
8420,78.57
8440,93.82
8457,78.33
8478,99.75
8498,94.33
8517,88.54
8551,157.35
8568,77.88
8585,78.53
8603,83.54
8628,120.85
8648,94.65
8672,113.93
8690,83.59
8709,88.67
8750,189.43
8769,90.58
8795,125.63
8827,151.42
8847,91.73
8870,109.52
8891,100.34
8910,86.05
8935,115.49
8960,117.64
8979,87.58
8996,78.28
9038,191.28
9057,87.75
9109,245.29
9130,96.19
9158,126.44
9179,99.29
9210,157.26
9233,109.87
9257,110.53
9279,105.02
9309,142.63
9332,108.86
9351,90.45
9377,124.42
9436,287.79
9454,83.36
9472,84.11
9494,102.35
9518,114.48
9536,83.13
9559,107.39
9593,162.88
9619,120.90
9645,119.14
9664,88.75
9692,132.99
9713,97.60
9733,94.49
9755,104.33
9785,149.27
9808,109.49
9832,115.22
9855,108.58
9874,89.11
9893,87.89
9915,99.96
9948,157.28
9987,175.13
10009,103.60
10026,78.37
10054,126.63
10071,78.22
10089,83.87
10106,78.16
10126,94.76
10149,112.14
10175,129.73
10192,79.15
10215,108.87
10232,76.92
10250,83.00
10269,87.89
10289,94.88
10325,172.79
10346,99.68
10373,125.50
10391,83.48
10411,92.91
10436,110.57
10472,170.80
10501,140.91
10533,146.21
10555,103.33
10573,83.67
10606,144.98
10624,83.36
10652,130.79
10672,91.48
10693,99.21
10718,117.17
10742,114.01
10770,135.52
10790,95.24
10807,77.23
10832,118.87
10855,109.55
10873,83.47
10893,91.79
10918,115.95
10935,77.71
10955,90.45
10973,83.78
10992,88.37
11044,250.69
11070,119.95
11096,121.10
11120,111.84
11137,77.71
11155,83.22
11181,123.34
11211,142.93
11235,111.76
11267,155.95
11286,88.52
11335,225.08
11367,147.85
11398,145.24
11427,142.98
11460,151.60
11483,110.01
11500,78.31
11523,106.27
11559,168.07
11580,97.04
11605,114.25
11628,106.20
11647,87.61
11675,128.13
11706,148.03
11729,102.50
11747,83.13
11768,99.75
11790,101.91
11821,142.23
11846,117.53
11892,216.66
11925,159.23
11950,120.07
11984,148.86
12007,110.16
12025,83.55
12060,158.71
12081,95.56
12101,92.93
12119,83.49
12144,120.56
12166,103.08
12202,176.68
12223,96.58
12256,154.54
12287,144.38
12310,111.54
12354,202.66
12386,148.43
12426,179.70
12454,130.58
12480,121.09
12502,103.90
12520,83.37
12547,125.62
12579,156.72
12598,88.13
12619,99.83
12643,110.39
12676,163.32
12705,142.95
12730,117.98
12749,90.02
12769,94.68
12789,94.38
12813,115.17
12834,99.07
12851,77.76
12885,162.50
12912,127.69
12944,151.94
12978,150.71
13008,139.13
13044,179.61
13072,135.53
13089,78.76
13119,138.38
13144,118.33
13172,132.98
13189,75.89
13210,98.94
13235,107.24
13278,207.07
13295,78.72
13313,83.45
13339,122.43
13362,109.95
13388,116.19
13406,84.75
13435,134.10
13458,112.47
13476,82.59
13498,102.65
13517,89.53
13556,178.37
13575,87.84
13606,141.06
13623,77.80
13642,88.37
13675,152.70
13707,150.04
13725,84.34
13746,99.87
13780,158.95
13798,83.42
13827,140.94
13859,147.68
13878,88.02
13897,87.97
13929,143.32
13954,116.86
13990,169.53
14029,187.56
14049,91.71
14079,140.11
14125,221.83
14147,105.15
14166,87.21
14195,141.58
14217,101.96
14244,125.54
14262,83.54
14285,109.16
14318,142.85
14340,105.34
14363,112.39
14412,221.34
14440,130.64
14468,134.76
14491,109.21
14509,83.21
14540,156.08
14561,98.63
14588,132.23
14607,87.71
14643,178.11
14661,82.81
14682,99.77
14704,107.42
14738,164.92
14771,160.82
14804,144.70
14828,115.70
14862,164.20
14880,84.03
14898,83.70
14915,78.32
14943,130.23
14965,103.16
14983,84.34
15013,145.16
15039,129.94
15070,150.84
15099,126.00
15128,139.04
15149,100.82
15175,124.71
15196,99.07
15215,89.85
15233,82.19
15275,185.94
15321,212.05
15343,103.16
15370,132.50
15390,95.57
15422,141.79
15444,102.22
15463,88.65
15499,172.00
15524,119.01
15543,90.15
15560,78.30
15593,156.21
15631,179.19
15663,143.31
15692,138.21
15730,166.85
15758,132.68
15780,104.81
15803,107.67
15824,97.43
15855,143.50
15877,103.53
15909,145.50
15952,199.92
15974,105.43
15991,78.96
16020,132.12
16047,126.99
16071,113.20
16092,99.27
16113,97.55
16132,88.15
16160,134.51
16188,127.84
16214,122.66
16232,83.15
16249,78.47
16269,93.19
16299,143.23
16321,102.36
16347,125.87
16380,147.70
16398,83.32
16415,78.40
16433,83.58
16455,103.06
16478,108.88
16511,150.64
16538,122.12
16563,119.33
16598,168.25
16643,205.31
16667,115.43
16695,129.81
16713,83.44
16730,78.36
16754,114.88
16772,83.06
16798,114.76
16819,96.92
16846,120.20
16866,95.36
16896,135.15
16915,89.72
16933,82.87
16955,101.87
16991,163.29
17009,83.23
17028,87.70
17058,132.95
17078,92.69
17105,133.05
17124,90.39
17153,131.62
17171,83.58
17195,116.98
17227,155.82
17248,97.55
17267,88.22
17286,89.25
17306,94.87
17330,113.55
17348,83.62
17393,206.29
17413,95.06
17442,137.45
17460,83.32
17478,83.12
17499,100.88
17519,93.90
17555,169.77
17573,83.34
17611,177.66
17628,78.46
17647,89.98
17667,94.19
17686,88.42
17706,93.58
17727,97.67
17754,120.30
17778,114.39
17821,201.41
17838,78.22
17857,88.73
17889,151.30
17911,106.56
17934,108.50
17955,97.85
17974,88.80
18001,130.29
18019,82.81
18047,134.49
18067,95.27
18104,171.06
18139,161.50
18176,180.39
18193,78.29
18217,109.91
18247,146.50
18276,139.04
18307,148.48
18324,77.83
18372,235.71
18390,83.98
18412,104.21
18449,167.19
18467,84.11
18495,124.73
18520,116.17
18538,83.05
18566,128.30
18588,106.62
18608,93.78
18631,108.31
18652,96.68
18674,101.74
18703,138.16
18721,83.13
18747,125.68
18782,164.10
18802,93.64
18821,89.48
18842,99.80
18863,100.93
18889,121.12
18920,144.89
18951,149.78
18982,146.96
19009,129.98
19027,82.97
19050,105.29
19068,84.10
19087,89.15
19117,139.09
19134,78.06
19167,153.59
19185,83.89
19202,78.40
19221,89.99
19241,95.32
19267,118.27
19293,125.67
19319,125.49
19351,136.10
19383,144.37
19400,78.24
19418,82.96
19448,138.86
19470,103.50
19493,105.97
19515,98.79
19532,77.94
19562,138.25
19599,171.27
19642,204.63
19679,165.87
19707,129.65
19727,95.64
19745,82.63
19767,104.57
19791,115.36
19810,88.79
19829,87.80
19859,136.92
19892,142.65
19913,97.62
19957,198.80
19981,109.55
20011,140.39
20035,117.57
20062,125.53
20080,82.44
20108,135.00
20130,105.09
20160,136.20
20183,107.40
20201,84.44
20220,88.18
20243,104.00
20266,107.95
20288,104.17
20312,103.84
20334,102.79
20352,84.14
20372,94.83
20402,134.35
20425,109.27
20454,138.60
20475,99.21
20494,88.42
20525,143.72
20544,89.68
20564,92.47
20584,93.95
20604,91.91
20631,126.44
20650,89.21
20673,110.39
20693,93.23
20726,154.73
20751,122.73
20771,95.04
20802,149.23
20820,83.53
20838,83.60
20856,84.44
20890,160.53
20923,157.99
20966,201.09
20986,95.95
21017,142.98
21045,130.95
21066,97.45
21084,84.21
21123,174.73
21146,106.68
21164,83.24
21187,109.21
21208,100.92
21249,203.47
21279,147.18
21301,105.76
21324,106.91
21343,89.53
21371,133.38
21392,97.06
21415,108.54
21437,100.74
21460,109.75
21476,72.01
21493,78.38
21515,101.99
21541,124.70
21561,93.98
21591,141.99
21622,143.56
21642,93.75
21670,122.38
21689,88.60
21726,175.16
21754,132.78
21782,135.63
21813,147.26
21845,146.26
21873,136.52
21914,187.17
21942,135.77
21960,84.62
21978,83.21
21998,94.10
22022,102.05
22039,78.52
22056,78.17
22076,93.89
22093,78.66
22118,109.85
22143,117.91
22166,105.82
22192,122.59
22214,103.74
22243,134.57
22260,78.47
22279,88.96
22297,82.67
22315,83.79
22337,103.64
22358,100.93
22381,112.56
22407,125.02
22431,110.65
22458,129.71
22480,105.04
22506,125.06
22527,98.11
22556,142.47
22573,78.18
22593,94.88
22611,83.75
22633,101.65
22665,154.57
22704,184.06
22723,88.45
22751,125.70
22772,98.31
22790,83.93
22808,82.99
22829,98.65
22848,86.19
22865,78.19
22885,94.75
22923,182.81
22941,83.32
22962,95.92
22989,121.60
23008,87.08
23027,86.41
23060,152.91
23077,78.36
23119,183.87
23142,109.12
23164,99.53
23181,78.64
23198,78.21
23219,93.36
23237,83.53
23260,111.32
23279,88.74
23315,163.08
23333,83.58
23352,89.24
23386,149.78
23406,90.75
23425,90.23
23444,88.95
23462,83.02
23491,141.84
23511,93.59
23554,185.49
23571,78.18
23590,89.53
23609,86.97
23628,88.41
23648,94.52
23681,161.66
23718,179.27
23744,119.13
23764,93.56
23797,160.57
23832,163.87
23850,83.71
23875,114.11
23899,109.02
23923,114.67
23957,162.00
23990,156.85
24016,123.62
24039,111.91
24067,131.81
24107,193.57
24129,103.27
24147,83.00
24176,133.45
24196,93.60
24215,89.54
24244,139.39
24263,89.06
24283,93.35
24306,106.05
24342,173.92
24388,209.53
24409,92.50
24443,161.41
24473,140.51
24492,88.70
24513,99.67
24542,131.70
24589,215.13
24614,116.22
24634,94.59
24656,100.26
24676,94.86
24697,97.70
24719,101.74
24746,127.01
24767,99.89
24797,138.56
24818,97.13
24838,92.96
24860,104.16
24886,123.33
24912,124.38
24936,116.31
24958,103.81
24982,115.35
25005,107.32
25027,106.90
25055,131.30
25076,97.98
25098,103.66
25118,93.02
25148,143.08
25173,117.51
25206,157.23
25224,82.92
25252,132.93
25270,82.49
25291,99.02
25309,84.52
25328,89.15
25345,78.42
25364,87.24
25386,105.92
25408,102.53
25426,83.59
25450,107.56
25472,103.54
25490,83.85
25510,93.50
25528,84.00
25548,92.63
25574,123.63
25603,129.27
25624,100.91
25644,93.78
25663,89.09
25682,89.52
25703,100.68
25723,92.35
25744,93.97
25764,91.28
25783,88.28
25801,82.22
25829,139.17
25857,131.56
25875,83.52
25899,116.38
25944,208.26
25967,109.69
26002,157.41
26021,89.60
26040,88.66
26089,235.84
26112,105.79
26131,89.30
26164,159.78
26190,118.43
26207,78.70
26232,120.85
26252,94.00
26289,185.68
26307,83.49
26340,154.95
26362,105.13
26381,89.21
26399,83.28
26461,275.74
26483,103.64
26510,116.95
26532,103.28
26551,88.68
26577,111.41
26595,84.49
26619,115.78
26637,81.46
26656,88.02
26686,147.27
26704,83.16
26723,89.71
26744,101.27
26767,109.15
26790,108.06
26809,88.19
26827,83.02
26849,104.99
26875,118.75
26903,129.87
26927,117.90
26964,166.11
26981,78.32
27002,100.22
27021,89.92
27041,94.14
27070,139.57
27089,90.25
27108,90.39
27126,82.96
27149,107.69
27177,131.34
27201,113.81
27219,83.66
27248,132.49
27273,116.21
27302,137.64
27335,151.50
27354,88.47
27375,98.54
27394,88.79
27410,73.34
27429,86.76
27458,130.49
27480,99.87
27498,81.78
27523,116.16
27552,140.31
27571,89.13
27589,84.28
27608,89.00
27639,136.23
27681,190.93
27698,78.41
27718,93.11
27741,106.42
27758,78.02
27793,171.05
27816,111.59
27841,119.03
27862,98.03
27884,101.50
27902,84.12
27928,118.11
27957,130.86
27978,100.28
28003,121.24
28030,127.33
28087,262.86
28105,82.19
28122,78.60
28139,78.40
28166,126.52
28211,207.32
28230,90.20
28247,78.67
28272,112.48
28308,151.64
28326,83.36
28343,78.52
28360,78.30
28390,144.13
28409,87.98
28430,98.53
28447,78.18
28467,93.58
28487,92.66
28507,92.05
28529,99.28
28550,99.06
28573,110.67
28603,144.00
28637,147.83
28661,113.31
28691,123.69
28729,184.93
28761,146.76
28782,97.63
28801,86.30
28841,190.85
28858,78.35
28876,83.03
28894,83.43
28913,89.94
28931,83.64
28950,88.61
28975,118.99
29009,150.25
29034,109.50
29053,89.72
29072,88.77
29097,121.06
29120,108.06
29143,109.41
29179,172.02
29211,151.91
29233,101.47
29262,136.91
29280,83.13
29302,105.13
29327,120.95
29348,97.87
29375,127.33
29392,78.22
29421,129.15
29447,126.84
29473,123.19
29489,73.08
29507,83.24
29530,110.77
29549,89.28
29571,100.07
29592,99.19
29615,105.86
29637,103.94
29658,100.80
29702,212.99
29719,78.29
29742,98.38
29777,162.10
29797,95.23
29819,100.86
29856,178.92
29874,83.83
29903,129.51
29920,78.33
29950,143.15
29968,82.82
29997,128.45
30025,126.81
30052,134.32
30073,100.80
30091,83.33
30118,129.56
30136,83.16
30171,163.41
30203,157.14
30222,89.68
30245,109.10
30263,83.10
30286,110.04
30312,123.07
30348,165.59
30386,184.53
30406,93.84
30423,78.47
30454,145.73
30477,105.99
30496,88.49
30514,82.84
30541,124.92
30566,111.09
30592,118.08
30612,96.39
30639,129.45
30669,139.53
30695,123.93
30716,97.99
30735,89.64
30757,106.10
30775,83.20
30798,111.23
30842,203.24
30860,82.95
30879,89.39
30899,94.14
30923,113.04
30941,82.65
30961,92.66
30996,162.60
31021,113.25
31040,89.45
31075,160.44
31101,125.90
31122,97.95
31146,114.97
31174,122.14
31200,125.21
31224,110.35
31245,100.51
31271,121.20
31305,166.29
31334,136.05
31356,98.71
31373,78.57
31405,145.94
31435,135.79
31454,87.69
31471,78.41
31502,138.41
31528,128.03
31585,291.37
31602,78.50
31631,140.59
31649,83.88
31668,89.05
31685,78.17
31717,152.24
31761,203.36
31779,84.88
31797,83.78
31824,122.64
31850,125.50
31884,159.75
31902,83.76
31926,111.87
31944,82.92
31973,135.29
31993,91.76
32015,105.33
32043,133.42
32067,110.51
32088,96.58
32116,130.07
32137,99.41
32156,89.27
32179,107.01
32197,83.87
32217,93.31
32234,77.58
32253,89.28
32271,84.17
32289,81.52
32317,132.00
32353,179.23
32371,81.73
32394,104.76
32420,125.03
32443,108.79
32470,131.78
32497,129.53
32519,103.68
32537,83.79
32557,93.45
32574,78.59
32605,138.46
32626,100.17
32644,81.85
32662,84.48
32687,120.36
32714,125.92
32735,94.97
32773,168.27
32801,131.82
32819,84.53
32847,128.38
32889,193.79
32915,118.60
32939,112.23
32985,217.24
33018,157.15
33038,91.59
33059,97.14
33083,116.80
33128,202.03
33146,83.72
33163,78.65
33180,77.08
33202,103.63
33219,77.35
33240,96.87
33257,78.62
33276,89.37
33320,206.65
33337,78.12
33360,106.35
33386,121.43
33403,78.19
33422,88.20
33443,99.45
33472,140.64
33491,88.08
33515,111.33
33535,94.01
33553,83.32
33578,118.07
33595,78.28
33625,144.95
33651,123.89
33671,95.20
33689,82.57
33716,122.62
33765,245.56
33785,95.12
33810,120.77
33834,117.72
33853,85.51
33876,111.29
33898,100.93
33919,95.71
33937,83.58
33955,84.56
33973,83.31
34005,148.67
34036,132.60
34072,171.51
34089,78.25
34119,143.15
34140,97.97
34165,118.82
34182,78.59
34200,83.56
34220,94.33
34246,120.54
34269,110.54
34291,101.48
34314,105.83
34335,100.60
34360,121.61
34396,165.71
34413,77.61
34431,83.67
34447,73.58
34470,109.20
34488,83.45
34506,82.99
34527,101.09
34559,151.96
34579,91.58
34597,84.39
34616,88.59
34636,93.70
34655,88.20
34675,92.80
34724,238.57
34750,115.31
34796,224.11
34819,105.46
34840,98.32
34867,113.02
34885,83.62
34903,83.36
34920,78.97
34937,78.64
34962,118.95
34986,110.95
35006,93.98
35046,198.65
35075,139.00
35100,112.02
35117,76.98
35140,111.14
35175,162.39
35209,162.62
35227,83.48
35257,146.86
35282,115.21
35313,148.19
35330,78.37
35355,115.66
35375,92.56
35403,135.38
35426,111.54
35447,100.20
35467,92.26
35485,83.23
35503,85.24
35537,148.06
35560,106.53
35590,139.79
35608,82.91
35627,89.27
35646,88.40
35667,97.91
35684,78.15
35725,188.85
35762,172.19
35783,98.14
35821,182.39
35842,96.59
35860,83.51
35879,88.99
35912,147.90
35930,83.34
35963,156.18
35996,157.54
36038,191.12
36058,92.31
36090,147.01
36108,82.24
36140,144.88
36161,97.95
36182,96.44
36209,122.65
36238,140.54
36268,143.73
36291,100.25
36313,104.86
36339,122.11
36355,73.47
36374,86.96
36392,82.71
36438,226.14
36460,99.45
36509,236.51
36532,109.29
36562,126.93
36588,118.73
36610,96.98
36632,105.55
36655,107.82
36680,123.34
36699,86.32
36736,172.69
36753,78.90
36771,83.41
36797,121.59
36820,109.40
36840,95.28
36858,83.91
36879,97.93
36914,163.33
36943,124.20
36963,91.96
36999,173.77
37021,102.85
37039,83.52
37074,170.90
37099,120.04
37122,109.62
37148,117.96
37173,118.58
37193,94.73
37212,87.21
37235,105.16
37258,112.20
37276,82.88
37293,78.33
37323,130.21
37370,219.81
37400,140.69
37429,133.88
37445,73.48
37463,82.08
37483,93.66
37506,109.60
37540,164.78
37571,149.41
37590,88.79
37627,183.76
37648,101.42
37685,162.52
37704,88.06
37729,119.83
37759,131.30
37785,116.92
37805,92.55
37832,132.37
37853,100.81
37873,94.81
37894,99.91
37913,87.94
37937,111.94
37960,103.87
37984,106.05
38006,104.45
38025,87.38
38054,129.73
38077,107.65
38101,115.55
38125,117.41
38150,115.62
38188,181.17
38207,88.56
38228,98.60
38246,82.93
38272,119.17
38310,192.31
38330,94.83
38347,78.95
38372,120.80
38393,96.71
38410,78.45
38431,100.94
38449,84.16
38473,108.50
38492,88.12
38511,88.20
38532,99.60
38551,89.00
38568,78.60
38614,222.63
38632,83.97
38670,190.83
38689,88.88
38715,117.94
38759,216.39
38791,156.15
38808,76.72
38826,83.74
38843,78.73
38861,83.84
38900,188.32
38924,115.73
38954,134.50
38975,100.65
39024,234.63
39049,118.61
39081,135.84
39111,134.40
39158,222.56
39177,87.40
39213,167.41
39233,92.91
39251,83.26
39272,100.30
39297,120.24
39315,83.35
39332,78.91
39349,78.64
39366,76.21
39400,161.91
39419,89.01
39447,131.41
39467,94.42
39487,96.31
39518,154.27
39542,111.50
39559,78.22
39592,155.05
39623,143.77
39642,88.99
39668,122.96
39691,107.82
39711,94.39
39731,94.71
39749,83.64
39768,89.25
39789,98.59
39808,87.64
39828,94.17
39846,83.32
39869,110.82
39886,78.48
39904,83.72
39928,110.60
39955,127.72
39989,155.76
40008,88.33
40035,129.86
40058,109.07
40089,128.87
40117,126.04
40143,120.45
40161,83.50
40185,117.96
40205,95.21
40227,102.34
40259,152.65
40287,129.82
40308,98.89
40330,102.22
40348,84.27
40386,188.29
40404,83.89
40426,102.68
40489,302.68
40512,111.68
40531,90.34
40559,130.54
40589,141.02
40608,88.35
40634,119.24
40664,130.18
40687,107.30
40711,110.26
40730,89.93
40748,83.45
40767,88.01
40789,102.62
40814,116.42
40846,147.17
40877,145.12
40903,119.93
40920,78.31
40942,100.99
40969,129.96
40990,94.91
41013,110.62
41038,116.72
41055,77.97
41078,110.00
41106,119.94
41123,78.61
41144,100.80
41172,136.15
41190,84.46
41224,154.28
41241,78.58
41282,201.35
41302,94.98
41321,87.83
41338,77.64
41359,98.66
41380,91.72
41399,89.61
41415,73.02
41436,96.37
41466,145.35
41488,105.97
41526,179.50
41551,118.43
41579,126.45
41598,87.07
41628,137.62
41645,78.47
41667,103.15
41688,98.42
41706,83.03
41724,82.80
41743,89.65
41763,94.03
41800,162.18
41827,126.09
41844,78.68
41866,104.62
41888,106.42
41914,122.35
41948,146.21
41975,120.36
41995,92.14
42025,136.91
42047,105.88
42068,99.57
42099,147.14
42144,203.36
42172,119.03
42198,124.54
42215,78.41
42243,131.81
42277,151.35
42317,185.05
42335,84.10
42352,78.73
42371,89.11
42400,136.56
42426,118.67
42447,96.30
42464,78.33
42488,116.38
42519,141.93
42537,83.80
42565,130.67
42582,77.73
42603,99.30
42626,111.40
42649,110.81
42671,105.43
42688,78.61
42706,82.99
42733,130.17
42753,92.26
42779,125.45
42803,115.59
42820,78.11
42848,122.53
42868,95.10
42889,99.27
42928,182.12
42954,121.56
42981,124.72
43003,97.32
43023,93.50
43040,75.94
43060,90.90
43082,103.94
43105,103.47
43122,78.31
43144,98.75
43168,112.42
43190,99.11
43225,157.09
43245,93.93
43268,110.04
43290,103.82
43307,78.38
43334,129.51
43358,109.67
43377,88.85
43394,78.50
43412,83.13
43431,88.51
43450,88.66
43475,121.24
43494,88.23
43518,113.58
43538,95.28
43561,111.14
43578,78.71
43595,78.47
43620,118.68
43645,119.44
43676,146.52
43696,91.06
43718,98.76
43740,101.24
43760,94.60
43778,83.08
43796,83.54
43812,72.86
43838,122.41
43859,96.92
43891,154.09
43917,119.82
43944,126.42
43961,78.32
43987,121.88
44011,102.79
44038,120.35
44055,78.45
44073,83.43
44091,83.28
44108,77.80
44133,111.64
44151,83.92
44189,187.96
44225,176.40
44252,126.14
44278,123.08
44298,94.41
44325,130.30
44364,180.89
44396,157.73
44414,85.01
44433,90.24
44459,121.72
44480,98.62
44505,117.48
44522,78.47
44550,124.32
44578,119.42
44599,95.51
44623,112.87
44657,161.19
44687,134.22
44706,88.92
44728,103.37
44754,122.40
44783,137.54
44802,90.24
44835,154.77
44855,93.42
44876,98.58
44916,195.44
44950,161.67
44971,98.37
44993,102.86
45015,102.63
45037,105.34
45055,83.69
45076,97.57
45104,119.44
45133,139.03
45153,95.74
45180,120.64
45198,83.13
45217,88.47
45246,127.96
45268,101.35
45289,100.84
45309,95.18
45329,93.72
45348,88.62
45366,83.13
45384,83.22
45403,89.87
45421,83.54
45466,208.71
45486,91.82
45508,105.74
45528,94.03
45550,98.48
45568,83.83
45598,141.34
45623,117.42
45644,95.32
45666,104.70
45684,83.22
45702,83.09
45724,105.49
45749,118.79
45770,99.70
45788,83.44
45806,83.32
45835,135.74
45872,167.13
45893,93.58
45913,90.73
45938,122.59
45955,78.47
45985,138.79
46003,83.77
46030,130.97
46062,153.36
46080,83.23
46124,208.58
46150,125.64
46167,78.69
46194,127.25
46215,98.74
46241,117.24
46273,145.91
46304,153.45
46323,88.90
46350,129.65
46386,168.53
46419,156.68
46452,156.14
46478,121.39
46495,78.21
46540,205.91
46558,83.59
46585,127.00
46623,178.88
46650,120.82
46689,194.19
46706,78.46
46736,130.52
46765,142.80
46801,173.49
46831,143.61
46868,162.51
46896,127.01
46922,125.21
46938,73.41
46957,88.69
46976,88.78
46998,103.77
47015,77.49
47038,111.05
47068,144.47
47085,78.08
47107,103.70
47130,107.17
47148,83.25
47166,83.68
47183,78.01
47212,135.05
47231,88.82
47261,141.74
47283,104.60
47316,155.42
47337,96.18
47354,78.53
47372,83.58
47395,110.67
47414,91.03
47436,101.27
47454,83.43
47478,115.24
47498,94.36
47537,187.59
47575,171.87
47605,138.36
47639,166.82
47657,83.27
47675,83.40
47696,93.83
47715,89.94
47745,145.54
47767,102.11
47794,126.76
47812,83.39
47833,97.54
47862,141.48
47895,157.63
47916,100.62
47934,83.07
47961,134.08
47983,105.80
48002,89.91
48022,92.56
48040,83.17
48077,170.98
48106,140.54
48125,88.45
48151,123.62
48169,83.44
48202,151.67
48233,146.32
48257,113.27
48280,106.15
48297,78.43
48320,108.98
48349,141.09
48370,95.83
48393,108.59
48411,83.42
48432,99.44
48458,122.50
48477,88.25
48494,77.98
48529,160.29
48546,78.23
48567,98.45
48595,130.47
48622,124.25
48645,110.35
48676,144.86
48700,113.66
48717,78.07
48742,106.52
48773,144.47
48803,136.02
48832,139.09
48851,89.68
48868,77.98
48896,134.03
